tweets,date,Company,url
"@jackrbutle @sallyleerushy @patrali7 These all sound awesome. If you have a great original pic of these dishes, send them our way with your IG handle for a chance to be featured in our feed.",2020-04-30 16:31:38,Memphis Meats,https://twitter.com/MemphisMeats/status/1255897609509785600
"@fryktligefrank @UmaValeti We don't have an exact launch date yet but are making steps toward bringing the very best product to market. We're pleased to be working on an accelerated timeline, so please stay tuned for updates.",2020-04-15 15:56:38,Memphis Meats,https://twitter.com/MemphisMeats/status/1250452985798426624
"@Fro_von_Frolik Thanks for your question. We don't have an exact launch date yet but are moving forward full-steam ahead to bring the very best product to market. We're pleased to be working on an accelerated timeline, ahead of our original estimates. Please stay tuned.",2020-01-20 17:02:12,Memphis Meats,https://twitter.com/MemphisMeats/status/1219304127374798849
"@homebalihome @_david_kay_ Thanks for the question. We are currently focused on developing and launching our meat in the United States, but our mission is global and we absolutely have global aspirations for all our products in the future.",2020-01-09 18:23:10,Memphis Meats,https://twitter.com/MemphisMeats/status/1215338237683781632
"@nj4mwc Great question! We don't have an exact launch date yet but are moving forward full-steam ahead to bring the very best product to market. We're pleased to be working on an accelerated timeline, ahead of our original estimates. Stay tuned for updates.",2019-12-09 16:00:56,Memphis Meats,https://twitter.com/MemphisMeats/status/1204068419320139781
"@Lolthien Yes, this is a piece of chicken produced by us.",2019-10-11 20:59:58,Memphis Meats,https://twitter.com/MemphisMeats/status/1182762790790062092
"@SergioMBAvelar Thank you for asking. We are currently focused in developing and launching our meat in the United States, but our mission is global and we absolutely have global aspirations for all our products in the future.",2019-09-30 16:09:00,Memphis Meats,https://twitter.com/MemphisMeats/status/1178703301212332032
"@assafmuller Thanks for your interest in helping us grow! Following us across social media &amp; spreading the word about our mission to create a sustainable food system are two simple ways to help. We’re not currently accepting individual investments, but will keep you updated of any changes.",2019-09-25 15:09:38,Memphis Meats,https://twitter.com/MemphisMeats/status/1176876419785342976
"@Aureliius Great question. We don't have an exact launch date yet but are moving forward full-steam ahead to bring the very best product to market. We're pleased to be working on an accelerated timeline, ahead of our original estimates. Stay tuned for updates.",2019-08-16 14:40:42,Memphis Meats,https://twitter.com/MemphisMeats/status/1162373623014973440
"@nj4mwc Great question. We don't have an exact launch date yet but are moving forward full-steam ahead to bring the very best product to market. We're pleased to be working on an accelerated timeline, ahead of our original estimates. Stay tuned for updates.",2019-08-16 14:40:34,Memphis Meats,https://twitter.com/MemphisMeats/status/1162373590270062592
"@Toyx3 @SallyLeeRushy Great question. We don't have an exact launch date yet but are moving forward full-steam ahead to bring the very best product to market. We're pleased to be working on an accelerated timeline, ahead of our original estimates. Stay tuned for updates.",2019-07-10 19:13:02,Memphis Meats,https://twitter.com/MemphisMeats/status/1149033808177586177
@Scot_Blog This is high quality conventional meat we use to study protein structure and cooking stages as we develop our products.,2019-07-08 21:01:59,Memphis Meats,https://twitter.com/MemphisMeats/status/1148336449495941120
@GOPtony This is high quality conventional meat we use to study protein structure and cooking stages as we develop our products.,2019-07-03 15:26:20,Memphis Meats,https://twitter.com/MemphisMeats/status/1146440042031788033
"@melfrar We don't have an exact launch date yet but are moving forward full-steam ahead to bring the very best product to market. We're pleased to be working on an accelerated timeline, ahead of our original estimates. Stay tuned for updates.",2019-07-03 15:25:54,Memphis Meats,https://twitter.com/MemphisMeats/status/1146439934842216448
"@STRALLENT Thanks for your interest in helping us grow! We’re not currently accepting individual investments, but will keep you updated of any changes in our current company model.",2019-07-03 15:25:36,Memphis Meats,https://twitter.com/MemphisMeats/status/1146439856467451905
"@iamdudethedog Thanks for your interest in helping us grow! We’re not currently accepting individual investments, but will keep you updated of any changes in our current company model.",2019-06-27 19:41:37,Memphis Meats,https://twitter.com/MemphisMeats/status/1144329959026122754
"@RockyPruitt @UmaValeti Hi Rocky, Thanks for your question. This is high quality conventional meat we use to study protein structure and cooking stages as we develop our products.",2019-06-27 19:38:10,Memphis Meats,https://twitter.com/MemphisMeats/status/1144329092612939776
"@donnosos Our product is real meat, grown from high quality livestock cells. Our meat production method is inspired by nature’s basic principles of producing meat: start with one cell and give it the right nutrients to allow it to grow and multiply.",2019-05-23 21:45:51,Memphis Meats,https://twitter.com/MemphisMeats/status/1131677646146945024
"@krschu00 Great question. We don't have an exact launch date yet but are moving forward full-steam ahead to bring the very best product to market. We're pleased to be working on an accelerated timeline, ahead of our original estimates. Stay tuned for updates.",2019-05-23 21:44:54,Memphis Meats,https://twitter.com/MemphisMeats/status/1131677410037047301
"@doyendon Thanks for your question. We don't have an exact launch date yet but are moving forward full-steam ahead to bring the very best product to market. We're pleased to be working on an accelerated timeline, ahead of our original estimates. Stay tuned for updates.",2019-05-10 14:21:48,Memphis Meats,https://twitter.com/MemphisMeats/status/1126854858819153920
"@drift_wood__ Thanks for your interest in helping us grow! We’re not currently accepting individual investments, but will keep you updated of any changes in our current company model.",2019-05-10 14:21:00,Memphis Meats,https://twitter.com/MemphisMeats/status/1126854656649572354
@elliotswartz This is high quality conventional meat we use to study protein structure and cooking stages as we develop our products.,2019-04-22 15:56:20,Memphis Meats,https://twitter.com/MemphisMeats/status/1120355666118443008
@TonyH_Futurist @Truckerpea This is high quality conventional meat we use to study protein structure and cooking stages as we develop our products.,2019-04-22 15:55:27,Memphis Meats,https://twitter.com/MemphisMeats/status/1120355444969680898
"@Truckerpea Great question. We don't have an exact launch date yet but are moving forward full-steam ahead to bring the very best product to market. We're pleased to be working on an accelerated timeline, ahead of our original estimates. Stay tuned for updates.",2019-04-22 15:55:13,Memphis Meats,https://twitter.com/MemphisMeats/status/1120355384869511176
"@ErnOpp Thanks Ernest, it should be fixed now!",2018-06-25 23:11:51,Memphis Meats,https://twitter.com/MemphisMeats/status/1011386520366792705
@AbePenuelas Thanks Abraham!,2018-06-25 23:10:24,Memphis Meats,https://twitter.com/MemphisMeats/status/1011386154371780608
@HurtadoMarleen Thanks Marleen!,2018-06-25 23:10:17,Memphis Meats,https://twitter.com/MemphisMeats/status/1011386125884186624
@AbePenuelas Thanks Abraham!,2018-06-22 19:59:31,Memphis Meats,https://twitter.com/MemphisMeats/status/1010250954447380480
@couba3 @SciencEric @seriouseats Thanks for the heads up!,2018-06-11 17:04:11,Memphis Meats,https://twitter.com/MemphisMeats/status/1006220564036386816
"@udaychopra Thanks for the kind words, Uday! You're always welcome to stop by for a visit!",2018-05-24 19:21:21,Memphis Meats,https://twitter.com/MemphisMeats/status/999732099056746496
@tenaciousjoe Hi Joe! We're not on market yet--stay tuned for announcements here: https://t.co/alq1D94oxY,2018-05-15 20:26:32,Memphis Meats,https://twitter.com/MemphisMeats/status/996487011467866112
"@StevenMolino2 @Stanford @Columbia_Biz Hey Steven, feel free to send details to media 'at' memphismeats 'dot' com!",2018-04-27 22:50:57,Memphis Meats,https://twitter.com/MemphisMeats/status/990000376962105344
"@ipetrella Hi Ivan, feel free to send us a note on our contact form: https://t.co/V9e4HICbC4 :)",2018-04-13 17:08:11,Memphis Meats,https://twitter.com/MemphisMeats/status/984840686036856832
@HurtadoMarleen Thanks for the lead Marleen--we'll keep your son in mind!,2018-02-23 23:58:07,Memphis Meats,https://twitter.com/MemphisMeats/status/967186844017246210
"@ReiBonucleotide We're so glad to have you on #TeamMeat, Rachel!",2018-02-16 22:00:56,Memphis Meats,https://twitter.com/MemphisMeats/status/964620637640654848
"@TMMcMillan Hi Tracie, we just responded! Thanks for the followup!",2018-02-08 23:20:28,Memphis Meats,https://twitter.com/MemphisMeats/status/961741551691997184
@yarkhan check out our job postings! https://t.co/o7fszLcsvx,2018-02-06 17:22:54,Memphis Meats,https://twitter.com/MemphisMeats/status/960926790515507200
"@EvanJoanette Thanks very much for your support! We're not soliciting investment at this time, but I'd encourage you to join our newsletter for updates on this and other progress: https://t.co/alq1D94oxY.",2018-02-05 21:12:17,Memphis Meats,https://twitter.com/MemphisMeats/status/960622128348381184
"@JustinCMAdams @TysonFoods Thanks Justin, for the kind words and the important work you're doing at @nature_org!",2018-02-01 18:12:30,Memphis Meats,https://twitter.com/MemphisMeats/status/959127332303683584
"@sgtheobald @UmaValeti @CNNTravel Hi Shannon, thanks for the kind words and interest in clean meat! DM us and we can send you a mailing address to send the book to?",2018-01-29 14:52:25,Memphis Meats,https://twitter.com/MemphisMeats/status/957989818264297472
@THL_Latino Gracias!,2018-01-22 18:23:19,Memphis Meats,https://twitter.com/MemphisMeats/status/955506177852440576
@HaydenBedsole Thanks Hayden!,2018-01-05 17:21:22,Memphis Meats,https://twitter.com/MemphisMeats/status/949329990599897088
"@DeliaWolfe2017 @nytimes Thanks Delia! It's a team effort, and we'll need your support to change the world :)",2017-12-02 01:49:43,Memphis Meats,https://twitter.com/MemphisMeats/status/936774346823032832
@tcmullen Thanks for the heads up Tim - the problem should be fixed now!,2017-11-20 18:35:18,Memphis Meats,https://twitter.com/MemphisMeats/status/932678757990653954
"@sapinker @PaulHShapiro Thanks for your support, @sapinker! It's great to have you on the clean meat train.",2017-11-15 19:02:06,Memphis Meats,https://twitter.com/MemphisMeats/status/930873559890530304
@KatjaTorop @SlushHQ Thanks Katja and Slush--right back atcha! :),2017-09-15 16:42:19,Memphis Meats,https://twitter.com/MemphisMeats/status/908732725468606464
@Clew901 Memphis has an incredible food culture and a deep tradition with meat. We want to use innovation to carry these traditions forward,2017-09-04 16:10:42,Memphis Meats,https://twitter.com/MemphisMeats/status/904738499366076416
@visethonor We are not currently a publicly traded company,2017-09-01 14:45:36,Memphis Meats,https://twitter.com/MemphisMeats/status/903629921821507584
@NewHarvestOrg Thanks!,2017-08-25 23:12:14,Memphis Meats,https://twitter.com/MemphisMeats/status/901220705529872389
@Liv_Boeree Thanks Liv!,2017-08-24 17:38:29,Memphis Meats,https://twitter.com/MemphisMeats/status/900774324012843008
@kimbal @dfjsteve Thanks @Kimbal for helping define the future of food!,2017-08-23 21:03:41,Memphis Meats,https://twitter.com/MemphisMeats/status/900463579505147904
@dfjsteve @DFJvc @BillGates @richardbranson @kimbal @UmaValeti @Maryanna_LUX @dfjjosh @CChotalia Thanks @dfjsteve  - we're honored to have you lead this coalition!,2017-08-23 17:55:38,Memphis Meats,https://twitter.com/MemphisMeats/status/900416255731085312
"@richardbranson Thanks for the investment and support, @RichardBranson!",2017-08-23 16:33:21,Memphis Meats,https://twitter.com/MemphisMeats/status/900395546661212160
"@ezraklein Thanks for the kind words, Ezra! Needless to say, we agree :)",2017-08-03 16:45:35,Memphis Meats,https://twitter.com/MemphisMeats/status/893150867171426304
@zakkates Not yet Zakery - feel free to join our newsletter for updates :) https://t.co/alq1D94oxY,2017-08-02 17:18:36,Memphis Meats,https://twitter.com/MemphisMeats/status/892796789895581696
@PJpremiere Thanks Johnny!,2017-07-31 16:38:04,Memphis Meats,https://twitter.com/MemphisMeats/status/892061810685124608
@FlavioRump Not yet on market - sign up here for occasional updates: https://t.co/alq1D94oxY,2017-07-21 21:21:26,Memphis Meats,https://twitter.com/MemphisMeats/status/888509245754228737
@AlinaKatchi Thanks Alina!!,2017-07-21 21:20:51,Memphis Meats,https://twitter.com/MemphisMeats/status/888509100723548160
"@LukeRobertMason Thanks for the kind words, Luke!",2017-07-10 20:43:57,Memphis Meats,https://twitter.com/MemphisMeats/status/884513548084301824
@AlinaKatchi @CamillaBjorkbom Thanks Alina!! Feel free to drop us a line here if you want to get involved: https://t.co/V9e4HICbC4,2017-06-13 23:47:22,Memphis Meats,https://twitter.com/MemphisMeats/status/874775230199119873
@AustinCooper90 Hi Austin! Sadly we aren't selling shirts at this time. If/when that changes we'll announce it on our newsletter: https://t.co/alq1D8MNGq,2017-06-06 16:37:41,Memphis Meats,https://twitter.com/MemphisMeats/status/872130382069714947
"@JonnyAustinTX Not doing tastings at the moment, but if you join our mailing list you'll get updates on this: https://t.co/alq1D94oxY",2017-05-30 18:43:36,Memphis Meats,https://twitter.com/MemphisMeats/status/869625357757890560
"@CFugie @FinlessFoods Thanks for the kind words, Christine!",2017-05-25 21:53:57,Memphis Meats,https://twitter.com/MemphisMeats/status/867861318849527808
@aaronmasliansky Not on market yet (expect to be by 2021)--but if you join our newsletter we'll let you know when/how to get some! https://t.co/alq1D94oxY,2017-05-12 22:49:08,Memphis Meats,https://twitter.com/MemphisMeats/status/863164167133343745
"@donasarkar Awesome, looking forward to watching! :)",2017-04-27 17:22:19,Memphis Meats,https://twitter.com/MemphisMeats/status/857646102807404544
@kaharoa We expect to be on market by ~2021!,2017-04-26 17:24:04,Memphis Meats,https://twitter.com/MemphisMeats/status/857284152411815936
@G_stordalen @UmaValeti @EATforum Looking forward to it!!!,2017-04-04 20:10:56,Memphis Meats,https://twitter.com/MemphisMeats/status/849353613864521732
@gemini6ice You can join our mailing list for future tasting opps: https://t.co/alq1D8MNGq :),2017-04-04 20:10:35,Memphis Meats,https://twitter.com/MemphisMeats/status/849353525834522628
"@profseanhickey Hi Sean, feel free to reach out to us here: https://t.co/ImP18yMWrB",2017-04-03 15:58:56,Memphis Meats,https://twitter.com/MemphisMeats/status/848927808843767809
@AlinaKatchi @foodtechinvest Thanks Alina!,2017-04-03 15:58:07,Memphis Meats,https://twitter.com/MemphisMeats/status/848927602555342848
"@MarkDaavis Hi Mark, we're not yet on market. For updates as we approach market: https://t.co/alq1D94oxY. Thanks!",2017-03-29 02:13:21,Memphis Meats,https://twitter.com/MemphisMeats/status/846908104956534785
"@val_envobius @UmaValeti Hi Valentin, feel free to join our newsletter for updates on tasting opportunities! https://t.co/alq1D94oxY Thanks!",2017-03-28 21:04:33,Memphis Meats,https://twitter.com/MemphisMeats/status/846830391134584832
@MikeCharlieGolf @UmaValeti @SamHarrisOrg Thanks for the kind words Mike!,2017-03-27 19:43:46,Memphis Meats,https://twitter.com/MemphisMeats/status/846447675914407936
@MicheleMcDFox Should be fixed now. Thanks Michele!,2017-03-22 20:35:25,Memphis Meats,https://twitter.com/MemphisMeats/status/844648733094559744
"@MicheleMcDFox Thanks Michele, we had some technical difficulties but they should be resolved now!",2017-03-22 19:46:30,Memphis Meats,https://twitter.com/MemphisMeats/status/844636421960847360
"@shaunwootten Hi Shaun, feel free to submit a job application on our website!",2017-03-22 16:52:05,Memphis Meats,https://twitter.com/MemphisMeats/status/844592529060245506
"@sebastianocc @UmaValeti thanks for the kind words, Sebastian!!",2017-03-21 00:57:13,Memphis Meats,https://twitter.com/MemphisMeats/status/843989842740432896
"@MartinMedus @UmaValeti Hi Martin, we're expecting to be on market in about 5 yrs. Although can't say for sure which products will be 1st.",2017-03-20 18:16:48,Memphis Meats,https://twitter.com/MemphisMeats/status/843889073219489792
"@MartinMedus @UmaValeti sorry Martin, we're working as fast as we can to answer questions–we're a small team with lots of q's. What's yours?",2017-03-20 17:11:43,Memphis Meats,https://twitter.com/MemphisMeats/status/843872696584687616
"@danocdj @RadioX Hey Dan, would be happy to chat opportunities! Can you email us at media@memphismeats.com?",2017-03-16 19:57:27,Memphis Meats,https://twitter.com/MemphisMeats/status/842464852345999360
@shaan_the_maan Aim to be on the market in the next 5 years or so!,2017-03-16 19:38:02,Memphis Meats,https://twitter.com/MemphisMeats/status/842459963154882561
"@dean_best Hi Dean, we have press kit (including press release) here: https://t.co/psP6ugd5Gz",2017-03-16 19:36:47,Memphis Meats,https://twitter.com/MemphisMeats/status/842459650494676993
"@rickkollmeyer no plans to do Orc meat in the immediate future, but perhaps one day!",2017-03-13 00:18:39,Memphis Meats,https://twitter.com/MemphisMeats/status/841081033835466752
"@BenMcLeish Hi Ben, sorry to hear that. We haven't heard this from anyone else. Unfortunately import customs costs are out of our control.",2017-03-02 21:21:51,Memphis Meats,https://twitter.com/MemphisMeats/status/837412661130190849
"@brittsiprajim thanks for your generosity and vision, Britt!",2017-02-27 23:40:49,Memphis Meats,https://twitter.com/MemphisMeats/status/836360471468896256
@colortheory thanks for posting! Hope you enjoy the gift! :),2017-02-27 17:32:58,Memphis Meats,https://twitter.com/MemphisMeats/status/836267898939154432
"@thedirk007 Thanks for being an early member of the movement, Derek!",2017-02-25 01:37:11,Memphis Meats,https://twitter.com/MemphisMeats/status/835302589931618304
@StevenMolino2 Definitely worth of a thumbs up Steven! 👍👍,2017-02-25 00:56:32,Memphis Meats,https://twitter.com/MemphisMeats/status/835292362830053376
@mitchpoe Lookin' good Mitch! 😎,2017-02-25 00:55:41,Memphis Meats,https://twitter.com/MemphisMeats/status/835292146513031168
"@HelixRecruiting Thanks for posting, Richard! Hope you enjoy the gift :)",2017-02-25 00:55:23,Memphis Meats,https://twitter.com/MemphisMeats/status/835292072697462785
@HelixRecruiting Thanks Richard!,2017-02-07 17:01:50,Memphis Meats,https://twitter.com/MemphisMeats/status/829012304352026627
"@bjnovak @SciencEric @wwd Thanks very much, BJ!",2017-01-19 22:31:47,Memphis Meats,https://twitter.com/MemphisMeats/status/822209971542585344
@tpsyDeb thanks very much for the support!,2017-01-19 17:55:29,Memphis Meats,https://twitter.com/MemphisMeats/status/822140435711684609
@BarelyBrewers @reveal @eskibwoy thanks Taylor--appreciate the kind words! Signup for updates here: https://t.co/alq1D94oxY,2017-01-18 16:52:52,Memphis Meats,https://twitter.com/MemphisMeats/status/821762290768691200
"@LyranaMay no public tastings yet, but join our newsletter to be notified of future opportunities: https://t.co/alq1D94oxY",2017-01-17 20:07:04,Memphis Meats,https://twitter.com/MemphisMeats/status/821448776543977472
"@CristinasBR Thanks very much, Cristina! :)",2017-01-05 18:05:26,Memphis Meats,https://twitter.com/MemphisMeats/status/817069510930796544
"@MarziManed @Cellmate @RenTradewind Thanks for the kind words! To help us succeed, check out our campaign: https://t.co/bwcKrVANLi :)",2017-01-05 02:42:23,Memphis Meats,https://twitter.com/MemphisMeats/status/816837216081092608
"@AllAboutFi @michellermanno @soph_bern @stromc46 focusing on ground meat for now, but other meats are on our radar as well!",2017-01-03 21:25:16,Memphis Meats,https://twitter.com/MemphisMeats/status/816395024556441600
@megadave5000 expect to be in the market within the next 5 years. You can help us advance our products here: https://t.co/bwcKrVANLi :),2017-01-03 17:34:06,Memphis Meats,https://twitter.com/MemphisMeats/status/816336850868547584
@michaelshermer we're developing meat from animal cells w/o the need to raise &amp; slaughter actual animals. More info: https://t.co/8c3PbtvGIC,2017-01-03 17:23:03,Memphis Meats,https://twitter.com/MemphisMeats/status/816334070909005824
"@the_fake_danny @micah_risk if you've already contributed, comment or message us with your name we'll add you to the list! :)",2016-12-28 20:19:27,Memphis Meats,https://twitter.com/MemphisMeats/status/814204132617617408
"@the_fake_danny @micah_risk if you contribute $3 or more to our campaign and select a perk, we'll add you! :) https://t.co/bwcKrVANLi",2016-12-28 19:43:20,Memphis Meats,https://twitter.com/MemphisMeats/status/814195047184809984
@VegNews Thanks!!,2016-12-23 05:36:10,Memphis Meats,https://twitter.com/MemphisMeats/status/812169910700777472
@RealKidPoker @sethbannon thanks for the interest! More about us here: https://t.co/4gKmhwZ9NF. Would love to discuss collaboration opps!,2016-12-22 21:33:41,Memphis Meats,https://twitter.com/MemphisMeats/status/812048488313688064
@NPHcomedy would love to chat possibilities! Will DM you now.,2016-12-19 23:07:07,Memphis Meats,https://twitter.com/MemphisMeats/status/810984837028790272
@ziyatong @dailyplanetshow thanks for the re-tweet! I'll DM you to discuss possibilities :),2016-12-13 02:49:01,Memphis Meats,https://twitter.com/MemphisMeats/status/808503965260259328
@TimReillyPoker @catehall @slaymerica @BenWilinofsky @TheRealAnsky we're working to make meat w/o slaughter. Info: https://t.co/bwcKrVANLi,2016-12-09 21:07:52,Memphis Meats,https://twitter.com/MemphisMeats/status/807330951344754688
@QuinoNava of course not...send it our way when it's posted! :),2016-12-09 03:30:02,Memphis Meats,https://twitter.com/MemphisMeats/status/807064735577346048
"@jowyang thanks for the shoutout, Jeremiah!",2016-12-08 20:36:40,Memphis Meats,https://twitter.com/MemphisMeats/status/806960710102069248
@krzy_wo Love it! Thanks so much for contributing and for the thoughtful post! :),2016-12-08 17:49:26,Memphis Meats,https://twitter.com/MemphisMeats/status/806918624363433985
"@andylevitt @bittman Thanks for kind words—big fans of @PurpleCarrotXO! If you wanna advance clean meat, check this: https://t.co/bwcKrVANLi https://t.co/7QHFb22dJQ",2016-12-08 00:23:47,Memphis Meats,https://twitter.com/MemphisMeats/status/806655479359250432
"@skaterdav85 You rock, David!",2016-12-01 17:04:03,Memphis Meats,https://twitter.com/MemphisMeats/status/804370487652425728
@royqueenan goal is to be more affordable than conventionally produced meat. But might have a slight price premium at first,2016-11-23 20:24:19,Memphis Meats,https://twitter.com/MemphisMeats/status/801521783711010816
@mplungjan Thanks Michel!,2016-11-17 21:44:16,Memphis Meats,https://twitter.com/MemphisMeats/status/799367575117316097
@mplungjan Thanks for the heads up--check again! :),2016-11-16 20:11:31,Memphis Meats,https://twitter.com/MemphisMeats/status/798981848365821952
"@sethbannon Thanks for sharing, Seth!",2016-11-16 04:44:44,Memphis Meats,https://twitter.com/MemphisMeats/status/798748617007734784
"@MatteoEsq @UmaValeti thanks for sharing, Matteo!",2016-11-16 04:44:30,Memphis Meats,https://twitter.com/MemphisMeats/status/798748556177743873
"@_kaitlingrady Thanks for spreading the word, Kaitlin!",2016-11-16 04:44:05,Memphis Meats,https://twitter.com/MemphisMeats/status/798748451341074432
@evamghvdeladze @c0nvey We do!!,2016-11-16 04:43:51,Memphis Meats,https://twitter.com/MemphisMeats/status/798748394659250176
@freiheit207 @c0nvey Thanks for sharing!,2016-11-16 04:43:40,Memphis Meats,https://twitter.com/MemphisMeats/status/798748347586596864
@NapolenRegalad2 @c0nvey Thanks for spreading the word!,2016-11-16 04:43:30,Memphis Meats,https://twitter.com/MemphisMeats/status/798748302581723136
"@markmckelvy Thanks for sharing, Mark!",2016-11-16 04:43:17,Memphis Meats,https://twitter.com/MemphisMeats/status/798748251482488832
"@colortheory @Indiegogo Thanks very much for the tweet, Brian!",2016-11-16 04:43:06,Memphis Meats,https://twitter.com/MemphisMeats/status/798748205567459328
@EricaMeier Thanks Erica!,2016-11-16 04:42:21,Memphis Meats,https://twitter.com/MemphisMeats/status/798748015724937216
@JaphaOfficial @SamHarrisOrg @Indiegogo Thanks Japha!,2016-11-16 04:41:56,Memphis Meats,https://twitter.com/MemphisMeats/status/798747909634170880
@chromalley @Indiegogo Thank you Chris!!,2016-11-16 04:40:55,Memphis Meats,https://twitter.com/MemphisMeats/status/798747655971094528
@JimSpim @loubgray @Indiegogo You said it!,2016-11-16 04:40:31,Memphis Meats,https://twitter.com/MemphisMeats/status/798747552971526144
@loubgray @Indiegogo Yup--thanks for helping us spread the word!,2016-11-16 04:40:21,Memphis Meats,https://twitter.com/MemphisMeats/status/798747511447916544
"@Zack_Hemsey @UmaValeti Thank you, Zack!",2016-11-16 04:40:08,Memphis Meats,https://twitter.com/MemphisMeats/status/798747456515108864
"@bjkingape @GoodFoodInst @Indiegogo Thanks for the contribution, Barbara!",2016-11-16 04:39:55,Memphis Meats,https://twitter.com/MemphisMeats/status/798747400990953472
@mcantwel Thank you Michael!,2016-11-16 04:39:35,Memphis Meats,https://twitter.com/MemphisMeats/status/798747318803570688
@WTFISaHashtag1 Thanks for the support!,2016-11-16 04:39:26,Memphis Meats,https://twitter.com/MemphisMeats/status/798747282938044416
@_kaitlingrady @HSUSFarmAnimals @UmaValeti You said it!,2016-11-16 04:39:12,Memphis Meats,https://twitter.com/MemphisMeats/status/798747221508247552
@HSUSFarmAnimals @UmaValeti Thanks HSUS! :),2016-11-16 04:38:52,Memphis Meats,https://twitter.com/MemphisMeats/status/798747138150658048
@pshapiro Thanks Paul!!,2016-11-16 04:38:33,Memphis Meats,https://twitter.com/MemphisMeats/status/798747058685382656
"@LeslieDurso Thanks for sharing, Leslie!",2016-11-16 04:38:25,Memphis Meats,https://twitter.com/MemphisMeats/status/798747027383255040
"@chinmay2k5 @ThunderclapIt Thanks for joining, CJ!",2016-11-16 04:37:51,Memphis Meats,https://twitter.com/MemphisMeats/status/798746882440773632
"@RyanBethencourt @Indiegogo Thanks for spreading the word, Ryan!",2016-11-16 04:37:39,Memphis Meats,https://twitter.com/MemphisMeats/status/798746830423007236
@trevoralgatt Thanks Trevor!,2016-11-16 04:37:11,Memphis Meats,https://twitter.com/MemphisMeats/status/798746716254060548
@StevenMolino2 Thanks for sharing Steven!,2016-11-16 04:37:04,Memphis Meats,https://twitter.com/MemphisMeats/status/798746686872924162
@lauporter You betcha! :),2016-11-16 04:36:57,Memphis Meats,https://twitter.com/MemphisMeats/status/798746658280308736
"@EWatsonWrites Thanks for spreading the word, Elaine!",2016-11-16 04:36:45,Memphis Meats,https://twitter.com/MemphisMeats/status/798746607508295680
@michalsimon Thank you Michal!,2016-11-16 04:36:32,Memphis Meats,https://twitter.com/MemphisMeats/status/798746549966618624
@jslatour @Indiegogo Thank you for joining the movement!,2016-11-16 04:36:22,Memphis Meats,https://twitter.com/MemphisMeats/status/798746511433547776
@ECorey17 Thank Corey! Feel free to contact us here to talk investment options: https://t.co/yTLKmWTwiQ,2016-11-15 17:52:15,Memphis Meats,https://twitter.com/MemphisMeats/status/798584411197304832
"@bjkingape @GoodFoodInst @Indiegogo Thank you, Barbara!",2016-11-15 17:50:54,Memphis Meats,https://twitter.com/MemphisMeats/status/798584070892449792
@Zack_Hemsey @UmaValeti Thank you Zack!,2016-11-15 17:50:42,Memphis Meats,https://twitter.com/MemphisMeats/status/798584023865901056
